order_id,customer_name,email,product_category,quantity,unit_price,total_amount,order_date,delivery_date,payment_status,region,discount_percent,customer_age
2883,Eve Davis,user2882@example.com,Home,29,11.14,3683.4,,2025-09-03,Refunded,South,36.49,78
2855,Eve Jones,user2855@example.com,unknown,63,340.87,1348.45,2025-05-04,N/A,Cancelled,North,26.12,67
7568,,user7567@example.com,Toys,94,421.02,732.04,2025-09-16,2099-01-01,Pending,North,7.97,41
9670,Henry Davis,user9669@example.com,Books,text,249.33,4521.03,2026-03-25,2025-06-10,Pending,South,-10,72
8164,Henry Davis,user8163@example.com,Electronics,67,453.48,3543.6,2025-09-20,2025-06-07,Cancelled,North,34.02,80
9098,Charlie Brown,user9097@example.com,Sports,45,463.7,515.4,2025-05-07,2025-08-12,Pending,South,11.17,
8549,Frank Miller,user13@example.com,Clothing,72,491.6,4577.78,2026-03-19,2025-06-06,Pending,South,1.58,57
4537,,user4536@example.com,null,91,364.0,4891.74,,2025-10-12,Refunded,East,8.8,25
7752,Bob  Williams,,Home,53,266.53,2230.07,2025-10-26,2025-09-03,Paid,South,35.54,25
6596,,user6595@example.com,Books,77,61.39,3589.25,2025-10-29,invalid,Paid,East,8.23,70
4029,Alice Brown,user4028@example.com,Toys,23,158.78,1034.58,2025-07-10,2026-03-02,PAID,Central,12.59,66
6028,Bob Johnson,email,Books,74,142.59,1812.91,2024-13-01,2026-04-07,pending,West,30.11,39
928,Alice Miller,user927@example.com,Books,73,321.26,3762.73,2025-05-28,,Cancelled,West,25.76,77
3861,Grace Jones,@domain,Books,87,389.18,993.62,2025-10-09,2026-02-21,Refunded,North,34.92,200
7250,Diana Davis,user69@example.com,Home,27,27.49,3904.82,2026-01-01,2025-07-28,n/a,,,18
8595,Eve Jones,user8594@example.com,Toys,35,383.62,186.35,2025-06-22,2025-11-17,Failed,South,1.39,47
3678,Alice Miller,user3677@example.com,Sports,90,61.98,1992.12,01/13/2024,2025-06-01,Paid,South,24.45,30
8612,Henry Johnson,not.an.email,Clothing,58,477.92,1053.96,2026-03-29,2025-12-25,Failed,South,47.1,N/A
1286,Grace Garcia,user1285@example.com,Sports,86,490.54,2307.27,2025-05-18,2099-01-01,Pending,West,13.06,51
1495,Henry  Davis,user1494@example.com,Sports,58,28.71,3295.26,2025-11-04,2025-12-02,Refunded,South,9.48,68
7385,Frank Garcia,user7384@example.com,Toys,25,398.52,430.68,2025-07-11,2099-01-01,Failed,East,37.85,61
5285,Frank Davis,user86@example.com,Home,0,451.34,3929.32,2026-01-13,2025-12-26,Cancelled,Unknown,25.63,57
4217,Charlie Jones,user4216@example.com,Sports,99,97.16,3331.6,2025-08-25,2026-02-07,Refunded,West,45.03,59
3003,,user3002@example.com,Books,37,,2443.11,2026-03-02,2026-05-23,Cancelled,South,26.04,48
9816,Charlie Brown,user9815@example.com,Furniture,42,N/A,2237.97,2025-06-28,2099-01-01,Paid,North,49.29,73
6524,Henry Garcia,user6523@example.com,Sports,86,383.35,115.57,2050-12-31,2025-08-18,PAID,East,36.92,37
361,Grace Garcia,@domain,Clothing,23,247.81,3241.35,,2025-05-28,Paid,West,45.46,30
1786,Henry Smith,user1785@example.com,INVALID,15,170.8,-50,2025-08-31,2026-01-19,Cancelled,North,-10,71
7795,Grace Davis,user7794@example.com,Clothing,-1,82.17,-50,2025-10-23,invalid,Refunded,Unknown,9.08,26
3596,Eve Garcia,user3595@example.com,Books,57,384.54,,2026-04-19,2025-11-23,Cancelled,North,9.83,20
4266,Eve Williams,email,Sports,35,409.65,1208.65,2025-08-04,2025-09-09,Paid,East,3.45,40
563,Grace Smith,user562@example.com,Sports,33,138.22,1306.7,2026-01-07,2025-07-20,Pending,West,38.04,N/A
252,Alice Johnson,user251@example.com,Toys,47,96.64,545.55,2025-10-17,2026-01-25,Failed,North,24.79,54
6254,?,user6253@example.com,Toys,84,226.33,2137.72,2026-03-26,invalid,Failed,South,999,68
2685,,user2684@example.com,Home,abc,238.37,4359.8,2025-07-11,2025-05-09,Pending,South,6.17,75
5983,Eve Williams,,Home,65,298.18,3878.45,,2025-07-17,Cancelled,South,23.28,82
2460,Alice Johnson,user2459@example.com,Electronics,39,451.5,694.51,,2025-06-01,Paid,South,35.28,65
5196,Eve Smith,user5195@example.com,Furniture,38,420.6,2955.15,2025-09-30,2026-04-29,Pending, South,12.18,22
409,Charlie Garcia,user408@example.com,Books,52,-10,3329.65,2025-05-17,2026-01-02,PAID,West,21.0,N/A
6984,Bob Miller,user6983@example.com,Furniture,57,59.43,2026.38,2025-05-12,2026-03-16,Pending,East,6.03,33
9394,Diana Brown,user9393@example.com,Sports,4,-99.99,1569.68,01/13/2024,pending,Paid, South,5.3,54
1042,Bob Smith,user1041@example.com,Furniture,83,309.85,N/A,2025-12-22,N/A,Cancelled,South,31.64,69
3465,N/A,user3464@example.com,Furniture,21,100.53,,2026-04-21,2026-02-14,Pending,North,20.42,60
3695,Alice Miller,user3694@example.com,Sports,-1,249.82,-50,2025-11-28,2025-10-11,Pending,MIDDLE,49.8,35
34,Henry Garcia,user33@example.com,Sports,42,490.48,1921.02,2025-10-01,pending,Pending,North,48.27,30
9518,Eve Johnson,user9517,unknown,31,299.41,2960.97,2026-02-23,2026-01-08,Paid,West,1.95,65
2139,Alice Davis,user2138@example.com,Toys,56,239.19,1566.22,2025-06-28,2025-08-07,pending,North,32.81,48
8912,Bob Brown,user8912@example.com,Toys,70,???,886.76,2025-12-06,2026-03-10,Paid,North,-10,80
1348,Frank Williams,user1347@example.com,Furniture,57,450.46,3975.0,2025-06-14,2026-01-14,Pending,West,39.38,84
8167,Henry Brown,,Electronics,23,7.0,2868.23,2025-06-05,2025-08-09,Pending,West,42.12,35
4210,Frank Williams,user4209@example.com,Books,9,311.52,4352.7,2025-12-08,2099-01-01,Failed,South,11.91,74
7235,Grace Jones,user7234@example.com,Toys,81,422.65,2662.87,2025-06-23,2026-04-20,Pending,Central,46.01,77
9086,Charlie Miller,user9085@example.com,,91,183.45,170.02,2026-03-12,2026-05-16,processing,Central,13.64,40
3458,Grace Johnson,,Electronics,90,186.19,3739.71,2025-07-04,2025-09-25,Paid,North,0.14,unknown
864,Frank Williams,user863@example.com,Sports,76,220.22,3360.1,2025-05-23,2025-11-27,Failed,South,150,47
7806,Grace Williams,user7805@example.com,Electronics,11,328.93,4615.56,2025-12-19,,Failed,South,999,27
5467,Charlie Smith,user5466@example.com,Home,20,115.8,3256.36,2026-01-07,2025-07-02,Cancelled,North,0.16,73
6177,Eve Jones,user6176@example.com,Books,,98.43,,2025-08-08,2025-10-27,Pending,West,29.66,33
3898,Grace Garcia,user3898@example.com,Electronics,10,436.52,,2025-12-04,2025-09-02,Cancelled,Central,16.86,85
5372,Henry Davis,user5371@example.com,Books,7,139.76,500.42,2025-05-23,2025-06-03,Cancelled,North,5.3,29
1214,Diana Miller,user1213@example.com,Books,25,220.07,1296.78,2025-10-30,2025-08-06,Pending,South,8.84,44
7244,Grace  Garcia,user7243@example.com,Home,62,372.77,error,2026-04-09,2025-11-16,Failed,North,49.53,35
3149,Bob Garcia,user3148@example.com,Sports,31,26.44,3573.44,2025-09-15,2099-01-01,Pending,North,17.24,21
2911,Charlie Williams,user2910@example.com,Home,83,224.21,2849.68,2026-04-05,2025-12-29,pending,Central,37.42,200
8133,,user8132@example.com,Furniture,83,94.65,1923.06,2025-05-14,2025-08-06,Refunded,West,20.48,40
108,Eve Brown,user107@example.com,Furniture,83,,572.59,2025-06-29,2099-01-01,Failed,Central,27.32,78
1651,Diana Smith,user1650@example.com,Books,9,132.39,2956.14,2026-03-01,2026-01-11,Pending,North,999,84
4112,Grace Jones,user4111@example.com,Toys,49,28.29,818.47,2025-11-06,2026-04-14,UNKNOWN,South,46.8,68
3525,Henry Smith,user3524@example.com,Home,71,151.5,479.34,2025-05-03,2026-01-07,Cancelled,Central,42.75,23
2928,Henry Garcia,user2927@example.com,Furniture,52,384.44,1298.64,2025-10-24,2026-03-07,Failed,North,-10,80
1455,Eve Brown,user1454@example.com,Furniture,69,15.04,1813.89,2025-08-06,2026-01-01,Pending,North,12.2,55
9878,Grace Williams,@domain,Sports,44,449.31,-50,2026-03-16,2026-02-01,Failed,Central,41.64,61
9666,Alice Jones,,Home,99,188.48,132.1,2025-09-20,2099-01-01,Paid,East,6.76,27
700,Bob Williams,user699@example.com,Furniture,57,393.54,1793.15,2026-04-24,2025-05-22,Paid,East,35.97,62
669,Grace Johnson,user668@example.com,Sports,44,128.07,1612.88,2025-10-06,2026-01-26,Failed,West,6.23,-5
8412,Charlie Miller,user8411@example.com,Sports,-5,426.68,1949.19,,2026-05-09,Failed,East,12.64,52
1480,Alice Garcia,user1479@example.com,Home,84,431.91,1394.93,2025-05-05,2025-10-11,Refunded,North,44.47,84
6967,Frank Davis,user6966@example.com,Clothing,-5,449.41,2596.97,2025-05-27,2025-05-10,Failed,South,40.35,37
636,Eve Miller,user635@example.com,Electronics,97,341.65,1128.79,2025-06-12,2025-07-30,,Central,2.34,60
4227,Eve Williams,user4226@example.com,Electronics,88,132.48,683.84,2026-02-26,2025-10-01,Pending,South,150,19
6479,Eve Brown,user6478@example.com,Home,52,96.43,1023.31,2025-10-27,2099-01-01,Paid,South,40.93,42
6103,,user6102@example.com,Electronics,57,80.94,393.24,2025-05-26,2025-07-28,Cancelled,Central,14.13,55
1932,Alice Garcia,user1931@example.com,Books,43,N/A,1266.64,2025-09-27,2026-02-10,Refunded,East,24.89,42
2515,Bob  Davis,user2514@example.com,Electronics,72,239.35,3287.37,2050-12-31,2025-09-20,Pending,Central,25.98,77
9543,Grace Garcia,user9542@example.com,Toys,text,195.46,,2026-04-04,2025-11-06,Failed,East,22.94,53
6998,Charlie Miller,user6997@example.com,Electronics,text,22.45,,2026-04-20,2025-10-12,Paid,East,-10,69
6249,Bob Williams,user6248@example.com,Books,16,474.66,4945.46,2025-06-14,2025-09-16,processing,East,16.23,-1
6652,,user6651@example.com,Toys,38,173.31,1565.33,2025-10-01,2025-05-29,Cancelled,Central,39.44,82
5323,Charlie Johnson,user5322@example.com,Clothing,23,324.09,550.55,01/13/2024,2026-03-27,Cancelled,South,24.51,33
861,Henry Williams,user860,Clothing,50,480.82,652.77,2025-10-08,invalid,Pending,West,29.5,37
8074,Charlie Miller,,,87,219.91,1132.31,2026-01-19,2025-11-15,Failed,North,9.13,75
1624,Grace Williams,user1623@example.com,Home,33,418.36,2727.64,2026-04-10,2025-09-26,Pending,north ,46.08,53
7370,,@domain,Furniture,23,449.82,469.98,2026-01-19,2025-06-01,Paid,North,48.74,56
7523,Eve Jones,user7522@example.com,Home,5,469.97,3423.14,2025-05-30,pending,Pending,East,21.14,56
304,Eve  Garcia,user303@example.com,Sports,18,34.94,2184.88,2025-10-28,2026-03-10,Failed,East,0.4,36
4605,Bob Davis,user4604@example.com,Furniture,59,299.4,478.5,2026-01-29,2026-01-21,Failed,South,8.17,32
5995,,user5994@example.com,Clothing,93,145.11,2883.3,2025-05-11,2026-01-09,Pending,West,24.81,19
6761,Diana Johnson,,Books,67,265.64,3768.23,2025-06-17,2025-09-12,processing,Central,47.79,44
7801,Charlie Brown,not.an.email,Electronics,34,118.73,4179.56,2026-04-12,2026-04-07,Failed,North,15.27,71
6915,Grace Miller,user6914@example.com,Books,55,108.15,4491.26,2025-10-23,,Pending,West,37.83,68
6495,Diana Miller,user68@example.com,Home,6,,356.15,2025-05-16,2026-03-27,Cancelled,South,15.25,69
796,Eve Jones,user795@example.com,INVALID,85,48.84,2863.72,2025-06-16,2026-03-15,Paid,MIDDLE,38.2,43
5004,Bob Johnson,user5003@example.com,INVALID,28,44.99,1517.31,2025-06-17,2025-07-27,Cancelled,West,26.21,N/A
9226,Charlie Garcia,user9225@example.com,Clothing,79,254.14,4227.7,2026-01-24,2026-04-20,Refunded,Central,29.66,77
6640,Alice Davis,user6639@example.com,null,text,310.44,1571.97,2025-07-28,2025-12-05,,Central,6.66,35
1282,Eve Williams,user1281@example.com,Home,12,97.24,2180.47,2026-02-12,2025-12-09,Paid,Central,34.21,81
7647,Bob Jones,user7646@example.com,Books,93,408.75,2187.47,2025-12-05,2026-01-24,Cancelled,Central,2.35,31
9848,,user9847@example.com,Sports,8,0,-50,2025-06-05,2026-04-13,PAID,,44.86,18
7654,Diana Miller,user7653@example.com,Electronics,51,145.98,2685.86,2025-12-29,2026-04-02,Pending,Central,,40
3799,Alice Miller,user3798@example.com,Clothing,3,???,2889.68,2025-10-03,2025-12-03,Refunded,East,3.22,83
8400,,user8399@example.com,Books,4,218.69,3354.35,2026-03-07,2026-03-10,UNKNOWN,South,46.62,83
3352,Bob Garcia,user3351@example.com,Books,71,0,2370.41,2025-12-10,2025-05-22,Pending, South,9.03,18
9615,Grace Brown,user9614@example.com,Books,25,368.77,4152.87,2025-08-28,2025-09-12,Refunded,East,7.7,34
1181,Grace Davis,user1180@example.com,Toys,44,10.03,1399.9,2025-12-15,2025-09-03,Pending,South,3.53,54
1512,Frank Johnson,user1511@example.com,Electronics,72,280.25,2108.13,2025-12-17,2026-04-06,Refunded,Central,18.85,55
8773,Henry Williams,,Furniture,89,207.53,3646.67,2025-05-24,2025-08-12,Paid,East,28.48,31
9941,Henry Garcia,user9940@example.com,Clothing,50,491.84,4341.42,2025-09-27,2026-03-10,Paid,South,40.92,unknown
9126,Grace Williams,,Furniture,10,467.46,2388.32,2025-08-03,2025-09-11,Pending,MIDDLE,18.34,60
855,Eve Williams,user854@example.com,Electronics,26,388.48,,2026-02-09,2026-04-17,Paid,Central,1.57,26
1499,Grace Garcia,user1498@example.com,Books,87,47.52,3138.95,2026-02-19,N/A,Paid,South,20.39,25
2616,Alice Miller,user2615@example.com,Sports,98,expensive,2579.97,2025-11-25,invalid,Paid,South,43.88,60
3943,Diana Brown,user3942@example.com,Home,60,435.78,1812.66,2025-10-15,2026-03-22,Paid,West,,77
6134,Henry Davis,user6133@example.com,Furniture,55,N/A,4412.48,2025-12-12,2025-09-01,Paid,North,150,39
4005,Alice Williams,user4004@example.com,Books,text,153.38,-50,2025-09-25,2025-07-23,Pending,East,33.25,52
2957,Henry Garcia,user2956@example.com,Books,99,299.29,591.12,2025-12-07,2025-08-14,Cancelled,South,20.59,-5
1524,Charlie Johnson,user1523@example.com,Books,11,56.2,4355.27,2026-01-21,2025-11-13,Paid,East,25.09,72
1433,,user1432@example.com,Books,0,494.01,N/A,2026-01-08,2025-05-25,Pending,East,6.31,60
5551,Henry Davis,user5550@example.com,Home,1,409.9,1567.88,2025-10-08,2025-06-11,,East,44.58,45
8464,Diana Smith,user8463,INVALID,57,185.95,4380.99,2026-02-22,2025-06-06,Refunded,West,43.57,81
4124,Eve Garcia,user4123@example.com,Furniture,65,51.07,4050.04,2025-10-23,2025-07-31,PAID,West,15.4,74
1747,Charlie Smith,user1746@example.com,Sports,23,26.66,,2025-07-25,invalid,Paid,North,150,37
1122,N/A,user1121@example.com,Toys,7,142.63,,2025-11-30,2099-01-01,Refunded,South,33.28,70
4500,Bob Smith,user4499@example.com,Clothing,83,274.88,3376.81,,2025-10-15,PAID,West,9.58,26
2692,Frank Garcia,user90@example.com,Books,48,182.27,2909.14,2025-07-28,2026-02-21,Failed,Central,43.11,36
7238,Alice Davis,user7237@example.com,Furniture,85,N/A,3153.53,,2025-08-23,Cancelled,West,12.38,69
6149,Eve Williams,user6149@example.com,Electronics,13,418.42,912.45,2026-04-04,2025-12-25,Cancelled,North,23.04,64
652,N/A,user651@example.com,Furniture,44,290.33,681.82,2025-10-19,invalid,Failed,North,36.8,
400,Charlie Jones,user399@example.com,Home,54,141.74,2901.79,2025-06-20,pending,Paid,South,7.51,38
4562,Charlie Garcia,user4561@example.com,Toys,56,107.19,3480.96,2026-04-04,2025-09-22,Failed,North,48.59,79
7482,Alice Williams,user7481@example.com,Clothing,50,105.04,599.91,2025-10-29,2025-11-15,Failed,Central,29.34,200
6679,Alice Garcia,user94@example.com,Books,98,???,error,2025-08-29,2025-10-08,processing,North,27.46,22
8852,N/A,user8851@example.com,Toys,20,expensive,2363.06,2025-08-07,,FAILED,West,2.82,44
4033,,user4032@example.com,Electronics,61,107.01,error,2025-05-14,2025-07-17,Cancelled,Central,38.92,63
2272,Grace Miller,user2271@example.com,Sports,2,N/A,1291.6,2025-12-09,,Cancelled,North,999,34
7254,?,user7253@example.com,Electronics,78,322.0,4351.03,2025-08-01,2025-06-12,Cancelled,Central,26.78,68
534,Diana Brown,user533@example.com,Electronics,8,101.5,1419.46,2025-09-25,2025-11-18,Pending,North,38.12,-1
6974,Eve Williams,user6973@example.com,Sports,71,233.56,3227.88,2026-02-13,2025-11-15,Refunded,East,34.37,24
3095,Frank Williams,user3094@example.com,Sports,N/A,340.15,4564.07,2026-03-19,2026-04-02,Refunded,North,49.94,31
3972,Bob Williams,user3971@example.com,Clothing,,173.3,1814.4,2025-07-16,pending,Pending,West,28.92,43
7582,,user7581@example.com,Toys,5,389.7,94.4,2025-05-12,2025-12-27,Paid,Central,37.83,37
2311,Frank Miller,user2310@example.com,Books,83,44.81,428.47,2026-02-24,2026-02-02,Refunded,West,44.75,54
5,Bob Miller,user4@example.com,Books,71,10.68,3411.73,2025-12-14,2026-03-14,Pending,East,38.1,31
428,Bob Brown,user427@example.com,Books,68,422.81,1620.77,2026-01-28,2026-01-04,Failed,Central,17.37,54
9209,Grace Jones,user9208@example.com,Toys,85,71.61,4863.25,2025-12-16,2025-06-06,Pending,north ,17.97,-1
5525,Henry Miller,user5524@example.com,Toys,83,68.85,4474.64,2025-05-06,2025-10-22,Paid,South,24.14,25
467,Bob Smith,user466@example.com,Sports,61,39.83,1307.55,2026-02-27,2025-06-30,Paid,North,19.92,23
6519,Eve Brown,user6518@example.com,INVALID,9,356.62,4863.94,2025-09-29,2025-12-09,Pending,North,47.3,79
1148,Eve Brown,user1147@example.com,Home,14,20.34,1302.99,2025-05-31,2025-06-24,Cancelled,West,35.2,72
2817,Charlie Davis,user2816@example.com,Home,33,398.17,N/A,2025-12-29,2025-09-26,Pending,East,28.65,46
2589,Diana Jones,,Sports,10,487.42,4547.4,2025-06-05,2025-06-05,Refunded,Central,1.42,62
8483,Grace Johnson,user8483@example.com,Sports,10,388.43,4503.88,2026-02-15,2025-12-15,,East,29.61,73
5853,Grace Johnson,user5852@example.com,,38,254.94,2977.94,01/13/2024,2026-04-28,Refunded,West,0.59,53
5323,Charlie Garcia,user5323@example.com,Home,90,70.22,1381.04,2025-11-03,,Cancelled,,11.66,59
2649,Eve  Davis,user2648@example.com,Books,16,491.53,986.05,2025-11-13,2026-05-10,Pending,South,47.82,22
1011,Bob Miller,user1010@example.com,Clothing,16,124.83,4306.3,2025-07-07,2099-01-01,Paid,South,37.49,60
8363,Diana Davis,user8362@example.com,Sports,0,106.75,409.39,2026-03-16,2026-05-25,Cancelled,East,3.18,46
6012,Bob Johnson,user6011@example.com,Toys,18,171.28,4126.5,2025-05-16,2025-08-30,Cancelled,MIDDLE,3.91,69
9000,Charlie Miller,email,Furniture,79,21.88,4388.52,,2025-08-26,Failed,MIDDLE,19.6,85
7692,Alice Williams,user7692@example.com,Toys,1,277.86,4580.51,2025-08-12,2025-10-22,Paid,Central,48.99,26
8023,Henry Garcia,user8023@example.com,Electronics,74,239.85,2612.77,2025-10-24,2025-10-13,UNKNOWN,South,5.61,35
7708,Frank Davis,user7707@example.com,Books,78,338.11,3038.58,,2025-05-23,pending,East,5.63,79
7770,Diana Jones,user7769@example.com,Toys,55,468.42,691.98,2025-10-15,2026-01-21,PAID,North,0.76,21
9164,Charlie Brown,user9163@example.com,null,13,192.93,1741.46,2025-06-24,2026-02-14,Cancelled,South,49.49,80
8722,Alice  Williams,user8721@example.com,Sports,41,141.62,4236.91,2025-08-17,2025-10-27,Failed,East,39.25,64
7842,Grace Williams,user7841@example.com,Furniture,,291.2,148.72,2026-02-16,2026-02-13,Refunded,North,37.47,N/A
8948,Bob Davis,user8947@example.com,Home,24,206.44,374.45,2025-09-07,2025-12-19,Refunded,North,40.64,82
1023,Grace Miller,user1022@example.com,Sports,79,231.21,541.39,2025-06-05,invalid,processing,North,48.17,85
3330,,user3329@example.com,Home,68,288.26,4383.9,2025-09-12,2025-10-03,Cancelled,Central,5.33,0
9592,Grace Williams,,Electronics,61,999999,354.0,2099-01-01,2025-07-06,Refunded,South,7.33,unknown
9558,Eve Williams,user9557@example.com,Books,57,286.72,562.94,2026-02-05,2026-04-05,Pending,South,34.42,
36,Grace Johnson,user35@example.com,Electronics,89,19.33,290.03,2025-09-21,N/A,Paid,West,12.04,36
3413,Charlie Garcia,user3412@example.com,Home,31,384.42,1070.13,2026-04-09,2025-08-08,processing,North,42.65,57
9846,Diana Jones,user9845@example.com,Books,28,361.1,1031.46,2025-12-31,2026-02-12,Paid,Central,38.85,59
7164,Bob Davis,user7163@example.com,Books,7,456.18,N/A,2025-10-25,2025-09-25,Failed,East,999,85
1459,Eve Garcia,user1458@example.com,Clothing,19,218.13,N/A,2025-12-10,2025-08-07,Failed,East,0.7,-5
5801,Charlie Smith,user5800@example.com,Toys,26,187.54,,2025-11-03,2026-02-06,Failed,Central,28.29,18
