order_id,customer_name,email,product_category,quantity,unit_price,total_amount,order_date,delivery_date,payment_status,region,discount_percent,customer_age
8127,Frank Williams,user8126@example.com,Electronics,82.0,5.12,3565.12,2026-04-07,2025-12-10,Cancelled,Central,4.9,34.0
4419,Alice Davis,user4418@example.com,Toys,34.0,90.07,112.23,2026-01-11,2025-08-06,Paid,West,45.21,85.0
2900,Diana Garcia,user2899@example.com,Electronics,33.0,35.35,2424.39,2025-11-13,2099-01-01,Paid,East,40.72,69.0
5597,Grace Miller,user5596@example.com,Books,68.0,205.35,1228.99,2025-08-24,2025-11-17,Paid,South,5.8,51.0
8009,Bob Garcia,user8008@example.com,Sports,75.0,68.04,2739.86,2025-07-11,2026-02-10,Paid,North,27.46,-1.0
1409,Henry Brown,user1408@example.com,Furniture,55.0,244.49,3526.11,2025-06-27,2026-01-08,Failed,West,37.68,82.0
5552,Diana Brown,user5551@example.com,Furniture,80.0,86.62,4746.77,2026-03-27,2025-06-07,Refunded,East,43.76,56.0
6933,Grace  Williams,user6932@example.com,Home,82.0,362.11,1406.01,2026-04-24,2025-06-27,Paid,South,0.48,51.0
3543,Eve Miller,user3542@example.com,Clothing,32.0,243.76,2424.39,2026-02-09,2026-05-18,PAID,South,22.25,44.0
740,Charlie Brown,user740@example.com,Furniture,5.0,101.48,923.73,2025-05-29,2025-11-17,Cancelled,West,27.01,51.0
7417,Eve Williams,user7416@example.com,Books,10.0,415.5,4588.13,2026-03-20,2026-05-03,Refunded,East,33.27,63.0
7072,Charlie Garcia,user7071@example.com,Books,31.0,341.71,-50.0,2050-12-31,2026-01-20,FAILED,East,1.14,84.0
305,Alice Miller,user304@example.com,Furniture,9.0,335.59,4909.8,2025-11-11,2025-12-05,Refunded,North,39.46,-5.0
2479,Alice Jones,@domain,Home,50.0,-99.99,27.83,2025-12-05,2025-07-12,Paid,North,25.75,51.0
7205,Bob Davis,email,Electronics,97.0,270.56,4166.68,2026-02-23,2025-11-17,Pending,South,4.25,36.0
968,Diana Jones,user967@example.com,Toys,8.0,67.26,4717.51,2025-12-28,2025-11-17,Cancelled,South,42.12,46.0
9594,Bob Miller,user18@example.com,Books,24.0,320.7,2424.39,2025-10-01,2025-10-19,Paid,East,31.05,56.0
3502,Charlie Garcia,user3501@example.com,Electronics,81.0,235.35,2424.39,2025-09-03,2025-11-17,Cancelled,South,25.76,74.0
6631,Charlie Miller,email,Books,40.0,435.94,1623.23,2025-10-27,2025-10-19,Paid,East,7.89,46.0
6914,Grace Brown,user6913@example.com,Furniture,12.0,260.72,1538.99,2026-04-09,2026-03-31,Failed,South,28.19,25.0
2586,Alice Miller,user2585@example.com,Furniture,-1.0,120.5,4638.47,2025-11-01,2026-04-08,Refunded,West,11.7,60.0
4270,Alice Davis,user4269@example.com,Books,58.0,82.6,-50.0,2025-09-02,2025-09-15,Failed,Central,48.6,25.0
6848,Henry Williams,user6847@example.com,Clothing,86.0,478.03,2883.25,2026-04-04,2025-09-26,Failed,MIDDLE,31.75,150.0
2883,Eve Davis,user2882@example.com,Home,29.0,11.14,3683.4,2025-11-01,2025-09-03,Refunded,South,36.49,78.0
2855,Eve Jones,user2855@example.com,Electronics,63.0,340.87,1348.45,2025-05-04,2025-11-17,Cancelled,North,26.12,67.0
7568,Alice Davis,user7567@example.com,Toys,94.0,421.02,732.04,2025-09-16,2099-01-01,Pending,North,7.97,41.0
9670,Henry Davis,user9669@example.com,Books,49.0,249.33,4521.03,2026-03-25,2025-06-10,Pending,South,-10.0,72.0
8164,Henry Davis,user8163@example.com,Electronics,67.0,453.48,3543.6,2025-09-20,2025-06-07,Cancelled,North,34.02,80.0
9098,Charlie Brown,user9097@example.com,Sports,45.0,463.7,515.4,2025-05-07,2025-08-12,Pending,South,11.17,51.0
8549,Frank Miller,user13@example.com,Clothing,72.0,491.6,4577.78,2026-03-19,2025-06-06,Pending,South,1.58,57.0
4537,Alice Davis,user4536@example.com,Electronics,91.0,364.0,4891.74,2025-11-01,2025-10-12,Refunded,East,8.8,25.0
7752,Bob  Williams,@domain,Home,53.0,266.53,2230.07,2025-10-26,2025-09-03,Paid,South,35.54,25.0
6596,Alice Davis,user6595@example.com,Books,77.0,61.39,3589.25,2025-10-29,2025-11-17,Paid,East,8.23,70.0
4029,Alice Brown,user4028@example.com,Toys,23.0,158.78,1034.58,2025-07-10,2026-03-02,PAID,Central,12.59,66.0
6028,Bob Johnson,email,Books,74.0,142.59,1812.91,2025-11-01,2026-04-07,pending,West,30.11,39.0
928,Alice Miller,user927@example.com,Books,73.0,321.26,3762.73,2025-05-28,2025-11-17,Cancelled,West,25.76,77.0
3861,Grace Jones,@domain,Books,87.0,389.18,993.62,2025-10-09,2026-02-21,Refunded,North,34.92,200.0
7250,Diana Davis,user69@example.com,Home,27.0,27.49,3904.82,2026-01-01,2025-07-28,Cancelled,East,25.8,18.0
8595,Eve Jones,user8594@example.com,Toys,35.0,383.62,186.35,2025-06-22,2025-11-17,Failed,South,1.39,47.0
3678,Alice Miller,user3677@example.com,Sports,90.0,61.98,1992.12,2025-11-01,2025-06-01,Paid,South,24.45,30.0
8612,Henry Johnson,not.an.email,Clothing,58.0,477.92,1053.96,2026-03-29,2025-12-25,Failed,South,47.1,51.0
1286,Grace Garcia,user1285@example.com,Sports,86.0,490.54,2307.27,2025-05-18,2099-01-01,Pending,West,13.06,51.0
1495,Henry  Davis,user1494@example.com,Sports,58.0,28.71,3295.26,2025-11-04,2025-12-02,Refunded,South,9.48,68.0
7385,Frank Garcia,user7384@example.com,Toys,25.0,398.52,430.68,2025-07-11,2099-01-01,Failed,East,37.85,61.0
5285,Frank Davis,user86@example.com,Home,0.0,451.34,3929.32,2026-01-13,2025-12-26,Cancelled,East,25.63,57.0
4217,Charlie Jones,user4216@example.com,Sports,99.0,97.16,3331.6,2025-08-25,2026-02-07,Refunded,West,45.03,59.0
3003,Alice Davis,user3002@example.com,Books,37.0,244.49,2443.11,2026-03-02,2026-05-23,Cancelled,South,26.04,48.0
9816,Charlie Brown,user9815@example.com,Furniture,42.0,244.49,2237.97,2025-06-28,2099-01-01,Paid,North,49.29,73.0
6524,Henry Garcia,user6523@example.com,Sports,86.0,383.35,115.57,2050-12-31,2025-08-18,PAID,East,36.92,37.0
361,Grace Garcia,@domain,Clothing,23.0,247.81,3241.35,2025-11-01,2025-05-28,Paid,West,45.46,30.0
1786,Henry Smith,user1785@example.com,Electronics,15.0,170.8,-50.0,2025-08-31,2026-01-19,Cancelled,North,-10.0,71.0
7795,Grace Davis,user7794@example.com,Clothing,-1.0,82.17,-50.0,2025-10-23,2025-11-17,Refunded,East,9.08,26.0
3596,Eve Garcia,user3595@example.com,Books,57.0,384.54,2424.39,2026-04-19,2025-11-23,Cancelled,North,9.83,20.0
4266,Eve Williams,email,Sports,35.0,409.65,1208.65,2025-08-04,2025-09-09,Paid,East,3.45,40.0
563,Grace Smith,user562@example.com,Sports,33.0,138.22,1306.7,2026-01-07,2025-07-20,Pending,West,38.04,51.0
252,Alice Johnson,user251@example.com,Toys,47.0,96.64,545.55,2025-10-17,2026-01-25,Failed,North,24.79,54.0
6254,Alice Davis,user6253@example.com,Toys,84.0,226.33,2137.72,2026-03-26,2025-11-17,Failed,South,999.0,68.0
2685,Alice Davis,user2684@example.com,Home,49.0,238.37,4359.8,2025-07-11,2025-05-09,Pending,South,6.17,75.0
5983,Eve Williams,@domain,Home,65.0,298.18,3878.45,2025-11-01,2025-07-17,Cancelled,South,23.28,82.0
2460,Alice Johnson,user2459@example.com,Electronics,39.0,451.5,694.51,2025-11-01,2025-06-01,Paid,South,35.28,65.0
5196,Eve Smith,user5195@example.com,Furniture,38.0,420.6,2955.15,2025-09-30,2026-04-29,Pending,South,12.18,22.0
409,Charlie Garcia,user408@example.com,Books,52.0,-10.0,3329.65,2025-05-17,2026-01-02,PAID,West,21.0,51.0
6984,Bob Miller,user6983@example.com,Furniture,57.0,59.43,2026.38,2025-05-12,2026-03-16,Pending,East,6.03,33.0
9394,Diana Brown,user9393@example.com,Sports,4.0,-99.99,1569.68,2025-11-01,2025-11-17,Paid,South,5.3,54.0
1042,Bob Smith,user1041@example.com,Furniture,83.0,309.85,2424.39,2025-12-22,2025-11-17,Cancelled,South,31.64,69.0
3465,Alice Davis,user3464@example.com,Furniture,21.0,100.53,2424.39,2026-04-21,2026-02-14,Pending,North,20.42,60.0
3695,Alice Miller,user3694@example.com,Sports,-1.0,249.82,-50.0,2025-11-28,2025-10-11,Pending,MIDDLE,49.8,35.0
34,Henry Garcia,user33@example.com,Sports,42.0,490.48,1921.02,2025-10-01,2025-11-17,Pending,North,48.27,30.0
9518,Eve Johnson,user9517,Electronics,31.0,299.41,2960.97,2026-02-23,2026-01-08,Paid,West,1.95,65.0
2139,Alice Davis,user2138@example.com,Toys,56.0,239.19,1566.22,2025-06-28,2025-08-07,pending,North,32.81,48.0
8912,Bob Brown,user8912@example.com,Toys,70.0,244.49,886.76,2025-12-06,2026-03-10,Paid,North,-10.0,80.0
1348,Frank Williams,user1347@example.com,Furniture,57.0,450.46,3975.0,2025-06-14,2026-01-14,Pending,West,39.38,84.0
8167,Henry Brown,@domain,Electronics,23.0,7.0,2868.23,2025-06-05,2025-08-09,Pending,West,42.12,35.0
4210,Frank Williams,user4209@example.com,Books,9.0,311.52,4352.7,2025-12-08,2099-01-01,Failed,South,11.91,74.0
7235,Grace Jones,user7234@example.com,Toys,81.0,422.65,2662.87,2025-06-23,2026-04-20,Pending,Central,46.01,77.0
9086,Charlie Miller,user9085@example.com,Electronics,91.0,183.45,170.02,2026-03-12,2026-05-16,processing,Central,13.64,40.0
3458,Grace Johnson,@domain,Electronics,90.0,186.19,3739.71,2025-07-04,2025-09-25,Paid,North,0.14,51.0
864,Frank Williams,user863@example.com,Sports,76.0,220.22,3360.1,2025-05-23,2025-11-27,Failed,South,150.0,47.0
7806,Grace Williams,user7805@example.com,Electronics,11.0,328.93,4615.56,2025-12-19,2025-11-17,Failed,South,999.0,27.0
5467,Charlie Smith,user5466@example.com,Home,20.0,115.8,3256.36,2026-01-07,2025-07-02,Cancelled,North,0.16,73.0
6177,Eve Jones,user6176@example.com,Books,49.0,98.43,2424.39,2025-08-08,2025-10-27,Pending,West,29.66,33.0
3898,Grace Garcia,user3898@example.com,Electronics,10.0,436.52,2424.39,2025-12-04,2025-09-02,Cancelled,Central,16.86,85.0
5372,Henry Davis,user5371@example.com,Books,7.0,139.76,500.42,2025-05-23,2025-06-03,Cancelled,North,5.3,29.0
1214,Diana Miller,user1213@example.com,Books,25.0,220.07,1296.78,2025-10-30,2025-08-06,Pending,South,8.84,44.0
7244,Grace  Garcia,user7243@example.com,Home,62.0,372.77,2424.39,2026-04-09,2025-11-16,Failed,North,49.53,35.0
3149,Bob Garcia,user3148@example.com,Sports,31.0,26.44,3573.44,2025-09-15,2099-01-01,Pending,North,17.24,21.0
2911,Charlie Williams,user2910@example.com,Home,83.0,224.21,2849.68,2026-04-05,2025-12-29,pending,Central,37.42,200.0
8133,Alice Davis,user8132@example.com,Furniture,83.0,94.65,1923.06,2025-05-14,2025-08-06,Refunded,West,20.48,40.0
108,Eve Brown,user107@example.com,Furniture,83.0,244.49,572.59,2025-06-29,2099-01-01,Failed,Central,27.32,78.0
1651,Diana Smith,user1650@example.com,Books,9.0,132.39,2956.14,2026-03-01,2026-01-11,Pending,North,999.0,84.0
4112,Grace Jones,user4111@example.com,Toys,49.0,28.29,818.47,2025-11-06,2026-04-14,Cancelled,South,46.8,68.0
3525,Henry Smith,user3524@example.com,Home,71.0,151.5,479.34,2025-05-03,2026-01-07,Cancelled,Central,42.75,23.0
2928,Henry Garcia,user2927@example.com,Furniture,52.0,384.44,1298.64,2025-10-24,2026-03-07,Failed,North,-10.0,80.0
1455,Eve Brown,user1454@example.com,Furniture,69.0,15.04,1813.89,2025-08-06,2026-01-01,Pending,North,12.2,55.0
9878,Grace Williams,@domain,Sports,44.0,449.31,-50.0,2026-03-16,2026-02-01,Failed,Central,41.64,61.0
9666,Alice Jones,@domain,Home,99.0,188.48,132.1,2025-09-20,2099-01-01,Paid,East,6.76,27.0
700,Bob Williams,user699@example.com,Furniture,57.0,393.54,1793.15,2026-04-24,2025-05-22,Paid,East,35.97,62.0
669,Grace Johnson,user668@example.com,Sports,44.0,128.07,1612.88,2025-10-06,2026-01-26,Failed,West,6.23,-5.0
8412,Charlie Miller,user8411@example.com,Sports,-5.0,426.68,1949.19,2025-11-01,2026-05-09,Failed,East,12.64,52.0
1480,Alice Garcia,user1479@example.com,Home,84.0,431.91,1394.93,2025-05-05,2025-10-11,Refunded,North,44.47,84.0
6967,Frank Davis,user6966@example.com,Clothing,-5.0,449.41,2596.97,2025-05-27,2025-05-10,Failed,South,40.35,37.0
636,Eve Miller,user635@example.com,Electronics,97.0,341.65,1128.79,2025-06-12,2025-07-30,Cancelled,Central,2.34,60.0
4227,Eve Williams,user4226@example.com,Electronics,88.0,132.48,683.84,2026-02-26,2025-10-01,Pending,South,150.0,19.0
6479,Eve Brown,user6478@example.com,Home,52.0,96.43,1023.31,2025-10-27,2099-01-01,Paid,South,40.93,42.0
6103,Alice Davis,user6102@example.com,Electronics,57.0,80.94,393.24,2025-05-26,2025-07-28,Cancelled,Central,14.13,55.0
1932,Alice Garcia,user1931@example.com,Books,43.0,244.49,1266.64,2025-09-27,2026-02-10,Refunded,East,24.89,42.0
2515,Bob  Davis,user2514@example.com,Electronics,72.0,239.35,3287.37,2050-12-31,2025-09-20,Pending,Central,25.98,77.0
9543,Grace Garcia,user9542@example.com,Toys,49.0,195.46,2424.39,2026-04-04,2025-11-06,Failed,East,22.94,53.0
6998,Charlie Miller,user6997@example.com,Electronics,49.0,22.45,2424.39,2026-04-20,2025-10-12,Paid,East,-10.0,69.0
6249,Bob Williams,user6248@example.com,Books,16.0,474.66,4945.46,2025-06-14,2025-09-16,processing,East,16.23,-1.0
6652,Alice Davis,user6651@example.com,Toys,38.0,173.31,1565.33,2025-10-01,2025-05-29,Cancelled,Central,39.44,82.0
5323,Charlie Johnson,user5322@example.com,Clothing,23.0,324.09,550.55,2025-11-01,2026-03-27,Cancelled,South,24.51,33.0
861,Henry Williams,user860,Clothing,50.0,480.82,652.77,2025-10-08,2025-11-17,Pending,West,29.5,37.0
8074,Charlie Miller,@domain,Electronics,87.0,219.91,1132.31,2026-01-19,2025-11-15,Failed,North,9.13,75.0
1624,Grace Williams,user1623@example.com,Home,33.0,418.36,2727.64,2026-04-10,2025-09-26,Pending,north,46.08,53.0
7370,Alice Davis,@domain,Furniture,23.0,449.82,469.98,2026-01-19,2025-06-01,Paid,North,48.74,56.0
7523,Eve Jones,user7522@example.com,Home,5.0,469.97,3423.14,2025-05-30,2025-11-17,Pending,East,21.14,56.0
304,Eve  Garcia,user303@example.com,Sports,18.0,34.94,2184.88,2025-10-28,2026-03-10,Failed,East,0.4,36.0
4605,Bob Davis,user4604@example.com,Furniture,59.0,299.4,478.5,2026-01-29,2026-01-21,Failed,South,8.17,32.0
5995,Alice Davis,user5994@example.com,Clothing,93.0,145.11,2883.3,2025-05-11,2026-01-09,Pending,West,24.81,19.0
6761,Diana Johnson,@domain,Books,67.0,265.64,3768.23,2025-06-17,2025-09-12,processing,Central,47.79,44.0
7801,Charlie Brown,not.an.email,Electronics,34.0,118.73,4179.56,2026-04-12,2026-04-07,Failed,North,15.27,71.0
6915,Grace Miller,user6914@example.com,Books,55.0,108.15,4491.26,2025-10-23,2025-11-17,Pending,West,37.83,68.0
6495,Diana Miller,user68@example.com,Home,6.0,244.49,356.15,2025-05-16,2026-03-27,Cancelled,South,15.25,69.0
796,Eve Jones,user795@example.com,Electronics,85.0,48.84,2863.72,2025-06-16,2026-03-15,Paid,MIDDLE,38.2,43.0
5004,Bob Johnson,user5003@example.com,Electronics,28.0,44.99,1517.31,2025-06-17,2025-07-27,Cancelled,West,26.21,51.0
9226,Charlie Garcia,user9225@example.com,Clothing,79.0,254.14,4227.7,2026-01-24,2026-04-20,Refunded,Central,29.66,77.0
6640,Alice Davis,user6639@example.com,Electronics,49.0,310.44,1571.97,2025-07-28,2025-12-05,Cancelled,Central,6.66,35.0
1282,Eve Williams,user1281@example.com,Home,12.0,97.24,2180.47,2026-02-12,2025-12-09,Paid,Central,34.21,81.0
7647,Bob Jones,user7646@example.com,Books,93.0,408.75,2187.47,2025-12-05,2026-01-24,Cancelled,Central,2.35,31.0
9848,Alice Davis,user9847@example.com,Sports,8.0,0.0,-50.0,2025-06-05,2026-04-13,PAID,East,44.86,18.0
7654,Diana Miller,user7653@example.com,Electronics,51.0,145.98,2685.86,2025-12-29,2026-04-02,Pending,Central,25.8,40.0
3799,Alice Miller,user3798@example.com,Clothing,3.0,244.49,2889.68,2025-10-03,2025-12-03,Refunded,East,3.22,83.0
8400,Alice Davis,user8399@example.com,Books,4.0,218.69,3354.35,2026-03-07,2026-03-10,Cancelled,South,46.62,83.0
3352,Bob Garcia,user3351@example.com,Books,71.0,0.0,2370.41,2025-12-10,2025-05-22,Pending,South,9.03,18.0
9615,Grace Brown,user9614@example.com,Books,25.0,368.77,4152.87,2025-08-28,2025-09-12,Refunded,East,7.7,34.0
1181,Grace Davis,user1180@example.com,Toys,44.0,10.03,1399.9,2025-12-15,2025-09-03,Pending,South,3.53,54.0
1512,Frank Johnson,user1511@example.com,Electronics,72.0,280.25,2108.13,2025-12-17,2026-04-06,Refunded,Central,18.85,55.0
8773,Henry Williams,@domain,Furniture,89.0,207.53,3646.67,2025-05-24,2025-08-12,Paid,East,28.48,31.0
9941,Henry Garcia,user9940@example.com,Clothing,50.0,491.84,4341.42,2025-09-27,2026-03-10,Paid,South,40.92,51.0
9126,Grace Williams,@domain,Furniture,10.0,467.46,2388.32,2025-08-03,2025-09-11,Pending,MIDDLE,18.34,60.0
855,Eve Williams,user854@example.com,Electronics,26.0,388.48,2424.39,2026-02-09,2026-04-17,Paid,Central,1.57,26.0
1499,Grace Garcia,user1498@example.com,Books,87.0,47.52,3138.95,2026-02-19,2025-11-17,Paid,South,20.39,25.0
2616,Alice Miller,user2615@example.com,Sports,98.0,244.49,2579.97,2025-11-25,2025-11-17,Paid,South,43.88,60.0
3943,Diana Brown,user3942@example.com,Home,60.0,435.78,1812.66,2025-10-15,2026-03-22,Paid,West,25.8,77.0
6134,Henry Davis,user6133@example.com,Furniture,55.0,244.49,4412.48,2025-12-12,2025-09-01,Paid,North,150.0,39.0
4005,Alice Williams,user4004@example.com,Books,49.0,153.38,-50.0,2025-09-25,2025-07-23,Pending,East,33.25,52.0
2957,Henry Garcia,user2956@example.com,Books,99.0,299.29,591.12,2025-12-07,2025-08-14,Cancelled,South,20.59,-5.0
1524,Charlie Johnson,user1523@example.com,Books,11.0,56.2,4355.27,2026-01-21,2025-11-13,Paid,East,25.09,72.0
1433,Alice Davis,user1432@example.com,Books,0.0,494.01,2424.39,2026-01-08,2025-05-25,Pending,East,6.31,60.0
5551,Henry Davis,user5550@example.com,Home,1.0,409.9,1567.88,2025-10-08,2025-06-11,Cancelled,East,44.58,45.0
8464,Diana Smith,user8463,Electronics,57.0,185.95,4380.99,2026-02-22,2025-06-06,Refunded,West,43.57,81.0
4124,Eve Garcia,user4123@example.com,Furniture,65.0,51.07,4050.04,2025-10-23,2025-07-31,PAID,West,15.4,74.0
1747,Charlie Smith,user1746@example.com,Sports,23.0,26.66,2424.39,2025-07-25,2025-11-17,Paid,North,150.0,37.0
1122,Alice Davis,user1121@example.com,Toys,7.0,142.63,2424.39,2025-11-30,2099-01-01,Refunded,South,33.28,70.0
4500,Bob Smith,user4499@example.com,Clothing,83.0,274.88,3376.81,2025-11-01,2025-10-15,PAID,West,9.58,26.0
2692,Frank Garcia,user90@example.com,Books,48.0,182.27,2909.14,2025-07-28,2026-02-21,Failed,Central,43.11,36.0
7238,Alice Davis,user7237@example.com,Furniture,85.0,244.49,3153.53,2025-11-01,2025-08-23,Cancelled,West,12.38,69.0
6149,Eve Williams,user6149@example.com,Electronics,13.0,418.42,912.45,2026-04-04,2025-12-25,Cancelled,North,23.04,64.0
652,Alice Davis,user651@example.com,Furniture,44.0,290.33,681.82,2025-10-19,2025-11-17,Failed,North,36.8,51.0
400,Charlie Jones,user399@example.com,Home,54.0,141.74,2901.79,2025-06-20,2025-11-17,Paid,South,7.51,38.0
4562,Charlie Garcia,user4561@example.com,Toys,56.0,107.19,3480.96,2026-04-04,2025-09-22,Failed,North,48.59,79.0
7482,Alice Williams,user7481@example.com,Clothing,50.0,105.04,599.91,2025-10-29,2025-11-15,Failed,Central,29.34,200.0
6679,Alice Garcia,user94@example.com,Books,98.0,244.49,2424.39,2025-08-29,2025-10-08,processing,North,27.46,22.0
8852,Alice Davis,user8851@example.com,Toys,20.0,244.49,2363.06,2025-08-07,2025-11-17,FAILED,West,2.82,44.0
4033,Alice Davis,user4032@example.com,Electronics,61.0,107.01,2424.39,2025-05-14,2025-07-17,Cancelled,Central,38.92,63.0
2272,Grace Miller,user2271@example.com,Sports,2.0,244.49,1291.6,2025-12-09,2025-11-17,Cancelled,North,999.0,34.0
7254,Alice Davis,user7253@example.com,Electronics,78.0,322.0,4351.03,2025-08-01,2025-06-12,Cancelled,Central,26.78,68.0
534,Diana Brown,user533@example.com,Electronics,8.0,101.5,1419.46,2025-09-25,2025-11-18,Pending,North,38.12,-1.0
6974,Eve Williams,user6973@example.com,Sports,71.0,233.56,3227.88,2026-02-13,2025-11-15,Refunded,East,34.37,24.0
3095,Frank Williams,user3094@example.com,Sports,49.0,340.15,4564.07,2026-03-19,2026-04-02,Refunded,North,49.94,31.0
3972,Bob Williams,user3971@example.com,Clothing,49.0,173.3,1814.4,2025-07-16,2025-11-17,Pending,West,28.92,43.0
7582,Alice Davis,user7581@example.com,Toys,5.0,389.7,94.4,2025-05-12,2025-12-27,Paid,Central,37.83,37.0
2311,Frank Miller,user2310@example.com,Books,83.0,44.81,428.47,2026-02-24,2026-02-02,Refunded,West,44.75,54.0
5,Bob Miller,user4@example.com,Books,71.0,10.68,3411.73,2025-12-14,2026-03-14,Pending,East,38.1,31.0
428,Bob Brown,user427@example.com,Books,68.0,422.81,1620.77,2026-01-28,2026-01-04,Failed,Central,17.37,54.0
9209,Grace Jones,user9208@example.com,Toys,85.0,71.61,4863.25,2025-12-16,2025-06-06,Pending,north,17.97,-1.0
5525,Henry Miller,user5524@example.com,Toys,83.0,68.85,4474.64,2025-05-06,2025-10-22,Paid,South,24.14,25.0
467,Bob Smith,user466@example.com,Sports,61.0,39.83,1307.55,2026-02-27,2025-06-30,Paid,North,19.92,23.0
6519,Eve Brown,user6518@example.com,Electronics,9.0,356.62,4863.94,2025-09-29,2025-12-09,Pending,North,47.3,79.0
1148,Eve Brown,user1147@example.com,Home,14.0,20.34,1302.99,2025-05-31,2025-06-24,Cancelled,West,35.2,72.0
2817,Charlie Davis,user2816@example.com,Home,33.0,398.17,2424.39,2025-12-29,2025-09-26,Pending,East,28.65,46.0
2589,Diana Jones,@domain,Sports,10.0,487.42,4547.4,2025-06-05,2025-06-05,Refunded,Central,1.42,62.0
8483,Grace Johnson,user8483@example.com,Sports,10.0,388.43,4503.88,2026-02-15,2025-12-15,Cancelled,East,29.61,73.0
